year_aliya,month_aliya,age,age_tday,gender,erez_moza,subcont,yeshuv_klita,machoz,mikzoa
2021,02,18,21,נקבה,צרפת,מערב אירופה,אופקים,מחוז הדרום וירושלים,סטודנט
2021,06,18,21,זכר,"ארה""ב",צפון אמריקה,אופקים,מחוז הדרום וירושלים,בלתי מקצועי
2021,07,66,69,נקבה,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,מנהל חשבונות
2021,10,19,21,נקבה,צרפת,מערב אירופה,אופקים,מחוז הדרום וירושלים,סטודנט
2021,12,18,20,נקבה,"דרא""פ",שאר אפריקה,אופקים,מחוז הדרום וירושלים,ספר כלבים
2021,10,19,21,נקבה,צ'ילי,דרום אמריקה,אופקים,מחוז הדרום וירושלים,סטודנט
2021,08,36,38,נקבה,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,סוכן נסיעות
2021,08,9,11,זכר,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2021,04,53,55,זכר,קזחסטאן,מזרח אירופה,אופקים,מחוז הדרום וירושלים,מסגר כללי
2021,04,50,52,נקבה,קזחסטאן,מזרח אירופה,אופקים,מחוז הדרום וירושלים,מנהל חשבונות
2021,05,48,50,זכר,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,כלכלן
2021,05,54,56,נקבה,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,כלכלן
2021,05,58,60,נקבה,צרפת,מערב אירופה,אופקים,מחוז הדרום וירושלים,סייעות לרופא שיניים
2021,07,32,34,זכר,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,רופא אונקולוג
2021,07,34,36,נקבה,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,רופא
2021,07,8,10,נקבה,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2021,07,5,7,נקבה,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,לא צויין
2021,10,18,20,נקבה,צרפת,מערב אירופה,אופקים,מחוז הדרום וירושלים,אקדמאי במדעי החברה
2021,12,12,14,זכר,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2021,12,9,11,זכר,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2021,12,5,6,נקבה,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,לא צויין
2021,12,35,37,זכר,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,מהנדס אזרחי
2021,12,37,39,נקבה,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,שף
2021,12,99,100,נקבה,צרפת,מערב אירופה,אופקים,מחוז הדרום וירושלים,הסטוריון
2021,10,49,51,זכר,רוסיה,מזרח אירופה,מטולה,מחוז הצפון,רופא שיניים
2021,10,56,58,נקבה,רוסיה,מזרח אירופה,מטולה,מחוז הצפון,יועץ השקעות
2021,06,18,20,זכר,"ארה""ב",צפון אמריקה,כפר תבור,מחוז הצפון,סטודנט
2021,04,18,21,זכר,"דרא""פ",שאר אפריקה,כפר תבור,מחוז הצפון,מקצוע לא מוגדר
2021,09,83,85,נקבה,ארגנטינה,דרום אמריקה,כפר תבור,מחוז הצפון,פנסיונר / רנטייר
2021,10,7,9,נקבה,בריטניה,מערב אירופה,עתלית,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2021,10,7,9,נקבה,בריטניה,מערב אירופה,עתלית,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2021,10,7,9,זכר,בריטניה,מערב אירופה,עתלית,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2021,03,22,24,נקבה,בריטניה,מערב אירופה,עתלית,מחוז הצפון,שיווק ויחסי ציבור
2021,06,20,22,זכר,צרפת,מערב אירופה,עתלית,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2021,08,17,20,נקבה,אנגולה,שאר אפריקה,עתלית,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2021,10,6,8,זכר,הונג קונג,שאר אסיה,עתלית,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2021,10,0,2,נקבה,הונג קונג,שאר אסיה,עתלית,מחוז הצפון,לא צויין
2021,10,28,30,נקבה,הולנד,מערב אירופה,עתלית,מחוז הצפון,רופא
2021,08,38,41,נקבה,"דרא""פ",שאר אפריקה,עתלית,מחוז הצפון,שיווק ויחסי ציבור
2021,08,11,13,נקבה,"דרא""פ",שאר אפריקה,עתלית,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2021,08,9,11,נקבה,"דרא""פ",שאר אפריקה,עתלית,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2021,10,52,54,זכר,רוסיה,מזרח אירופה,עתלית,מחוז הצפון,מקצוע לא מוגדר
2021,10,52,54,נקבה,רוסיה,מזרח אירופה,עתלית,מחוז הצפון,מקצוע לא מוגדר
2021,08,38,40,זכר,בלארוס,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,כלכלן
2021,08,35,37,נקבה,בלארוס,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,מהנדס טכנולוגיה אחר
2021,08,9,11,זכר,בלארוס,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2021,08,45,47,זכר,בלארוס,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,חשמלאי
2021,08,40,42,נקבה,בלארוס,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,"מורה בבי""ס יסודי"
2021,08,17,19,נקבה,בלארוס,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2021,08,11,13,נקבה,בלארוס,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2021,08,46,49,זכר,בלארוס,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,רתך
2021,08,45,47,נקבה,בלארוס,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,טכנאי תעשיה ומינהל
2021,08,4,7,נקבה,בלארוס,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,לא צויין
2021,11,59,61,זכר,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,רופא
2021,11,57,59,נקבה,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,רופא
2021,11,66,68,נקבה,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,פנסיונר / רנטייר
2021,12,69,70,נקבה,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,פנסיונר / רנטייר
2021,12,36,38,זכר,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,רופא אורולוג
2021,12,35,37,נקבה,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,מנהל אדמיניסטרטיבי
2021,12,4,5,זכר,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,לא צויין
2021,12,9,10,נקבה,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2021,05,71,73,נקבה,רוסיה,מזרח אירופה,ניר עוז,מחוז הדרום וירושלים,רופא
2021,07,63,66,נקבה,מרוקו,ארצות ערב אפריקה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2021,07,72,75,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,04,28,31,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,חשמלאי
2021,04,2,4,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,04,0,3,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,08,27,29,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,ספר
2021,08,0,2,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,08,6,8,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2021,08,4,6,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,
2021,08,2,4,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,
2021,08,0,2,נקבה,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,
2021,05,11,14,נקבה,גאורגיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2021,05,7,9,זכר,גאורגיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2021,10,21,23,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,08,27,30,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מנהל אדמיניסטרטיבי
2021,02,25,28,זכר,גרמניה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2021,02,20,23,זכר,מרוקו,ארצות ערב אפריקה,אשדוד,מחוז הדרום וירושלים,עובד במקצועות חופשיים
2021,02,26,29,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,הנדסאי מחשבים
2021,02,23,26,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מעצב פנים
2021,03,64,67,זכר,מרוקו,ארצות ערב אפריקה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2021,03,59,62,נקבה,מרוקו,ארצות ערב אפריקה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2021,02,40,43,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,בניה כללי
2021,12,48,50,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תופר, חייט"
2021,12,17,19,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2021,03,30,32,זכר,הודו,שאר אסיה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,03,30,33,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מכונאי ב.צ.נ.
2021,03,31,33,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,רואה חשבון
2021,03,12,15,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2021,03,30,32,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"סוציולוג,עובד במדעי החברה"
2021,03,30,33,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס חומרה
2021,03,29,32,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,אקדמאי במדעי הרוח
2021,03,1,4,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,03,30,33,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מורה בחינוך מיוחד
2021,03,11,14,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2021,03,20,23,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2021,03,31,33,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"טבח ראשי, טבח"
2021,03,10,12,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2021,03,30,33,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס תחבורה
2021,03,26,29,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,עורך דין
2021,03,4,7,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,03,30,32,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס חומרה
2021,03,31,34,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מנהל אדמיניסטרטיבי
2021,03,4,6,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,03,1,4,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,02,61,64,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2021,02,69,72,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2021,04,22,25,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,כלכלן
2021,04,25,28,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2021,04,19,21,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2021,01,20,22,זכר,בלגיה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2021,04,19,21,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,05,32,35,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,איש מכירות
2021,04,24,27,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,רופא
2021,04,19,22,זכר,ברזיל,דרום אמריקה,אשדוד,מחוז הדרום וירושלים,בניה כללי
2021,04,75,77,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עקרת בית
2021,04,27,29,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,רופא
2021,04,26,28,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,רופא
2021,04,30,33,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,איש מכירות
2021,05,27,29,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2021,05,24,26,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,רופא
2021,04,18,20,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,05,35,37,זכר,"דרא""פ",שאר אפריקה,אשדוד,מחוז הדרום וירושלים,טכנאי מחשבים
2021,05,22,25,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,טכנאי תעשיה ומינהל
2021,04,18,21,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,06,75,78,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2021,05,24,26,זכר,ארגנטינה,דרום אמריקה,אשדוד,מחוז הדרום וירושלים,הנדסאי מחשבים
2021,05,90,92,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2021,06,26,28,זכר,פולין,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מנתח פיננסי
2021,06,3,6,זכר,גאורגיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,
2021,06,30,33,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"טבח ראשי, טבח"
2021,06,18,21,נקבה,סין,שאר אסיה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,06,18,21,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2021,06,40,42,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס בניין
2021,06,21,23,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,05,22,25,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,קונדיטור
2021,06,40,42,נקבה,קנדה,צפון אמריקה,אשדוד,מחוז הדרום וירושלים,מנהל רשת מחשב
2021,09,4,6,נקבה,קנדה,צפון אמריקה,אשדוד,מחוז הדרום וירושלים,
2021,07,56,59,נקבה,גאורגיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מטפלת לא מוסמכת
2021,07,28,31,נקבה,גאורגיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2021,07,25,27,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,עורך דין
2021,06,18,21,זכר,מרטניק,דרום אמריקה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,05,24,26,נקבה,מולדביה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,רופא
2021,07,23,25,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"זבן, מוכר"
2021,07,20,22,זכר,בריטניה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,תלמיד ישיבה
2021,07,20,22,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2021,06,27,29,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מנהל אדמיניסטרטיבי
2021,06,10,12,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2021,07,22,25,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,07,43,45,נקבה,ארגנטינה,דרום אמריקה,אשדוד,מחוז הדרום וירושלים,מהנדס חומרים
2021,07,6,9,נקבה,ארגנטינה,דרום אמריקה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2021,07,21,23,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,תלמיד ישיבה
2021,04,43,46,נקבה,בריטניה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"זבן, מוכר"
2021,07,18,21,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,08,52,54,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,נדלן
2021,08,19,21,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,08,18,20,נקבה,מרוקו,ארצות ערב אפריקה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2021,08,81,83,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2021,09,62,65,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"זבן, מוכר"
2021,09,73,75,זכר,מרוקו,ארצות ערב אפריקה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2021,09,74,76,נקבה,מרוקו,ארצות ערב אפריקה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2021,08,21,23,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,איש צבא סדיר
2021,08,66,68,נקבה,ברזיל,דרום אמריקה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2021,09,22,24,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,אקדמאי במדעי הרוח
2021,08,82,84,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2021,07,36,38,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"כוראוגרף, במאי, מנהל במה"
2021,07,5,7,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,07,8,10,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2021,10,24,26,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,רוקח
2021,10,21,23,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,איש צבא סדיר
2021,10,22,24,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,רוקח
2021,07,19,21,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,בלתי מקצועי
2021,10,20,22,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2021,04,21,23,נקבה,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,"מזכירה, כתבנית, קצרנית"
2021,04,0,3,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,08,20,22,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2021,07,23,25,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מלצר
2021,10,18,21,זכר,בלגיה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,תלמיד ישיבה
2021,08,55,57,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,חשמלאי
2021,09,53,55,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,רואה חשבון
2021,11,25,27,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,אקדמאי במדעים מדוייקים
2021,10,20,22,זכר,בלגיה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,תלמיד ישיבה
2021,10,22,24,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,10,20,22,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,05,18,21,זכר,תאילנד,שאר אסיה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,11,26,28,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,11,65,67,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס תעשיה וניהול
2021,11,63,65,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2021,11,31,33,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,כלכלן
2021,11,20,22,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2021,11,20,22,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2021,10,19,22,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,איש מכירות
2021,11,1,3,נקבה,בריטניה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,
2021,11,23,24,נקבה,בריטניה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"מורה בבי""ס יסודי"
2021,11,21,23,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2021,11,20,22,נקבה,גאורגיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2021,12,24,26,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,אקדמאי במדעי החיים
2021,12,76,78,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2021,09,28,31,זכר,גרמניה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מנהל חשבונות
2021,12,19,21,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,10,19,21,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2021,12,19,21,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2021,10,26,28,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,12,18,20,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2021,12,21,23,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,אקדמאי במדעי החברה
2021,07,17,20,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,סטודנט
2021,06,18,20,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,05,26,29,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,אקדמאי במדעי הרוח
2021,12,19,21,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,תלמיד ישיבה
2021,11,20,22,זכר,בלגיה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,תלמיד ישיבה
2021,11,26,28,זכר,מרטניק,דרום אמריקה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,10,16,18,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2021,05,8,11,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2021,06,19,21,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2021,08,53,55,זכר,אורוגואי,דרום אמריקה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
