year_aliya,month_aliya,age,age_tday,gender,erez_moza,subcont,yeshuv_klita,machoz,mikzoa
2020,05,18,21,נקבה,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,סטודנט
2020,07,40,44,זכר,אזרביג'אן,מזרח אירופה,אופקים,מחוז הדרום וירושלים,"צבע, סייד"
2020,07,34,37,נקבה,אזרביג'אן,מזרח אירופה,אופקים,מחוז הדרום וירושלים,מחפש עבודה
2020,07,14,18,זכר,אזרביג'אן,מזרח אירופה,אופקים,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2020,07,10,13,זכר,אזרביג'אן,מזרח אירופה,אופקים,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2020,08,19,22,נקבה,צרפת,מערב אירופה,אופקים,מחוז הדרום וירושלים,סטודנט
2020,10,17,20,נקבה,צרפת,מערב אירופה,אופקים,מחוז הדרום וירושלים,סטודנט
2020,10,19,22,נקבה,"דרא""פ",שאר אפריקה,אופקים,מחוז הדרום וירושלים,סטודנט
2020,12,17,20,נקבה,"דרא""פ",שאר אפריקה,אופקים,מחוז הדרום וירושלים,סטודנט
2020,12,36,39,זכר,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,"טבח ראשי, טבח"
2020,09,60,63,נקבה,מולדביה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,אחות מוסמכת
2020,01,71,75,נקבה,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,פנסיונר / רנטייר
2020,02,40,44,זכר,אזרביג'אן,מזרח אירופה,אופקים,מחוז הדרום וירושלים,נהג במכונית מסחרית
2020,02,38,41,נקבה,אזרביג'אן,מזרח אירופה,אופקים,מחוז הדרום וירושלים,מנהל חשבונות
2020,02,16,20,זכר,אזרביג'אן,מזרח אירופה,אופקים,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2020,02,18,22,זכר,אזרביג'אן,מזרח אירופה,אופקים,מחוז הדרום וירושלים,סטודנט
2020,09,39,43,זכר,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,אקדמאי במדעים מדוייקים
2020,10,63,66,זכר,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,לא צויין
2020,10,61,64,נקבה,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,לא צויין
2020,12,76,79,זכר,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,"מורה בבי""ס יסודי"
2020,12,52,55,זכר,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,"מורה בבי""ס יסודי"
2020,12,51,54,נקבה,רוסיה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,"מורה בבי""ס יסודי"
2020,12,83,86,נקבה,אוקראינה,מזרח אירופה,אופקים,מחוז הדרום וירושלים,פנסיונר / רנטייר
2020,02,34,38,זכר,מכסיקו,צפון אמריקה,יבנאל,מחוז הצפון,מקצוע לא מוגדר
2020,07,28,31,נקבה,"ארה""ב",צפון אמריקה,מנחמיה,מחוז הצפון,עורך דין
2020,01,20,24,זכר,צרפת,מערב אירופה,עתלית,מחוז הצפון,מקצוע לא מוגדר
2020,02,64,68,נקבה,צרפת,מערב אירופה,עתלית,מחוז הצפון,מורה בחינוך מיוחד
2020,03,45,49,זכר,רוסיה,מזרח אירופה,עתלית,מחוז הצפון,חרט דפוס
2020,06,67,70,נקבה,ברזיל,דרום אמריקה,עתלית,מחוז הצפון,פנסיונר / רנטייר
2020,08,24,27,נקבה,צרפת,מערב אירופה,עתלית,מחוז הצפון,צלם
2020,08,60,63,זכר,צרפת,מערב אירופה,עתלית,מחוז הצפון,עובד במקצועות חופשיים
2020,08,55,58,נקבה,צרפת,מערב אירופה,עתלית,מחוז הצפון,עקרת בית
2020,08,15,18,נקבה,צרפת,מערב אירופה,עתלית,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2020,11,22,25,נקבה,אוקראינה,מזרח אירופה,עתלית,מחוז הצפון,לא צויין
2020,12,64,67,זכר,"ארה""ב",צפון אמריקה,עתלית,מחוז הצפון,לא צויין
2020,09,26,29,נקבה,פולין,מזרח אירופה,יד רמבם,מחוז תל אביב והמרכז,מחפש עבודה
2020,06,34,38,זכר,גרמניה,מערב אירופה,מגדל,מחוז הצפון,שיווק ויחסי ציבור
2020,11,26,29,זכר,ברזיל,דרום אמריקה,מגדל,מחוז הצפון,טכנאי הנדסת מכונות
2020,07,40,43,זכר,אוקראינה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,חשמלאי
2020,07,36,39,נקבה,אוקראינה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,איש מכירות
2020,07,6,9,נקבה,אוקראינה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2020,07,9,12,נקבה,אוקראינה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2020,11,45,48,זכר,אוקראינה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,מהנדס חשמל ואלקטרוניקה
2020,11,38,41,נקבה,אוקראינה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,רוקח
2020,11,43,46,זכר,אוקראינה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,רופא
2020,11,43,46,נקבה,אוקראינה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,רופא
2020,11,15,18,זכר,אוקראינה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2020,11,38,41,נקבה,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,רופא
2020,11,45,48,זכר,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,מינהל עסקים
2020,11,44,47,נקבה,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,מינהל עסקים
2020,11,2,5,זכר,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,לא צויין
2020,11,10,13,נקבה,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2020,11,45,48,נקבה,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,רופא
2020,11,34,37,זכר,מולדביה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,מפעיל מכונות
2020,11,34,37,נקבה,מולדביה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,"תופר, חייט"
2020,11,6,9,נקבה,מולדביה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2020,11,52,55,נקבה,אוקראינה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,רופא
2020,11,49,52,נקבה,אוקראינה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,רופא
2020,11,54,57,זכר,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,יועץ אירגוני
2020,11,47,50,נקבה,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,מנהל אדמיניסטרטיבי
2020,11,17,20,זכר,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2020,11,13,16,זכר,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2020,09,59,62,זכר,ארגנטינה,דרום אמריקה,אשדוד,מחוז הדרום וירושלים,מהנדס אזרחי
2020,01,71,75,נקבה,הונגריה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2020,03,55,59,נקבה,אזרביג'אן,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2020,09,94,97,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2020,09,65,68,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2020,10,30,33,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,כלכלן
2020,02,35,39,נקבה,גאורגיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,קוסמטיקאית
2020,08,20,23,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2020,01,5,9,זכר,אזרביג'אן,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2020,01,2,6,נקבה,אזרביג'אן,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,
2020,06,29,33,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,אקדמאי במדעי החברה
2020,01,20,24,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2020,01,55,58,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מנהל כללי
2020,02,69,72,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2020,02,67,71,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2020,01,22,26,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מורה לאומנויות
2020,01,17,21,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2020,02,62,65,זכר,מרוקו,ארצות ערב אפריקה,אשדוד,מחוז הדרום וירושלים,רופא
2020,01,19,22,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2020,02,19,22,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2020,02,53,57,זכר,גאורגיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,עורך דין
2020,02,20,24,זכר,גאורגיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2020,02,21,24,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2020,02,17,21,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2020,03,20,23,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2020,08,22,25,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2020,03,19,23,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2020,02,26,30,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2020,03,25,29,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,רופא
2020,03,24,28,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,כלכלן
2020,03,31,34,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2020,03,18,22,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2020,01,20,24,זכר,אורוגואי,דרום אמריקה,אשדוד,מחוז הדרום וירושלים,צלם
2020,03,25,29,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס בניין
2020,03,25,29,נקבה,מולדביה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,בלתי מקצועי
2020,04,30,34,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס מכונות
2020,04,31,34,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,רואה חשבון
2020,04,26,30,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"מורה בבי""ס יסודי"
2020,04,27,30,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"מורה בבי""ס יסודי"
2020,04,20,24,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,טכנאי מחשבים
2020,04,23,27,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,נגר רהיטים
2020,04,24,27,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2020,05,31,34,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,נהג אוטובוס
2020,05,18,22,זכר,ספרד,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2020,05,25,28,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,רופא
2020,05,29,32,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,משפטן
2020,05,53,56,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,איש מכירות
2020,05,4,8,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2020,05,4,8,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2020,05,18,22,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2020,05,22,26,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,גרפיקאי
2020,05,19,22,זכר,בריטניה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2020,05,18,22,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2020,05,19,22,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2020,05,18,22,זכר,בלגיה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,תלמיד ישיבה
2020,05,18,22,זכר,בלגיה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"זבן, מוכר"
2020,06,29,32,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס חשמל ואלקטרוניקה
2020,06,28,32,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס חשמל ואלקטרוניקה
2020,06,48,52,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"מורה בבי""ס יסודי"
2020,06,67,70,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2020,06,21,24,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"טבח ראשי, טבח"
2020,06,23,26,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,קונדיטור
2020,02,84,88,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2020,03,23,27,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,מהנדס כימיה
2020,06,21,24,נקבה,הונגריה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2020,06,19,23,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"טבח ראשי, טבח"
2020,07,68,72,נקבה,בריטניה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2020,02,18,22,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2020,06,25,29,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,בנית ציפורניים
2020,07,27,30,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,חשמלאי
2020,07,20,23,זכר,מרטניק,דרום אמריקה,אשדוד,מחוז הדרום וירושלים,סטודנט
2020,07,82,85,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2020,08,17,21,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2020,07,18,22,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2020,08,22,25,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,כימאי
2020,07,19,23,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2020,08,18,21,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,בלתי מקצועי
2020,08,21,24,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2020,08,64,67,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2020,08,19,22,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2020,08,65,69,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2020,07,57,60,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2020,08,23,27,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2020,08,23,26,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מתכנת
2020,06,57,61,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,ספר
2020,09,21,24,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2020,09,23,26,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2020,10,18,22,זכר,מרוקו,ארצות ערב אפריקה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2020,10,26,29,זכר,גאורגיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מתכנת
2020,08,54,57,זכר,ספרד,מערב אירופה,אשדוד,מחוז הדרום וירושלים,נדלן
2020,08,62,65,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,איש מכירות
2020,10,47,50,נקבה,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,דייל
2020,10,76,79,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2020,11,63,66,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,רופא מרדים
2020,08,21,24,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2020,11,21,24,זכר,בלגיה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2020,11,23,26,זכר,גרמניה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עובד במקצועות חופשיים
2020,01,56,60,זכר,ספרד,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2020,11,21,24,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2020,12,23,26,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,כלכלן
2020,11,68,71,זכר,ספרד,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2020,12,24,27,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,טכנאי מחשבים
2020,12,47,49,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2020,12,21,24,זכר,בריטניה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,תלמיד ישיבה
2020,12,68,71,זכר,מרוקו,ארצות ערב אפריקה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2020,12,61,64,נקבה,מרוקו,ארצות ערב אפריקה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2020,11,60,63,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מנהל משאבי-אנוש
2020,12,26,29,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2020,12,22,25,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2020,11,17,20,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2020,11,53,56,זכר,תורכיה,אחרות,אשדוד,מחוז הדרום וירושלים,"זבן, מוכר"
2020,02,31,35,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס אזרחי
2020,11,51,54,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2020,10,26,29,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,חשמלאי
2020,10,1,4,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,
2020,02,0,4,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,
2020,07,56,59,זכר,ליטא,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס אזרחי
2020,12,47,50,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,נהג במכונית מסחרית
2020,06,42,46,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מעצב גרפיקה
2020,11,54,57,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"זבן, מוכר"
2020,08,18,21,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2020,01,18,22,נקבה,ארגנטינה,דרום אמריקה,אשדוד,מחוז הדרום וירושלים,עובד במקצועות חופשיים
2020,04,15,18,נקבה,ארגנטינה,דרום אמריקה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2020,04,17,20,נקבה,ארגנטינה,דרום אמריקה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2020,01,47,51,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,הנדסאי מחשבים
2020,01,60,64,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,כלכלן
2020,01,39,43,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"זבן, מוכר"
2020,01,15,19,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2020,01,4,8,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2020,01,45,48,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,כלכלן
2020,01,42,45,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,ספר
2020,01,8,12,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2020,01,17,21,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2020,01,15,18,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2020,01,67,71,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,כלכלן
2020,01,73,77,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2020,01,68,72,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2020,01,71,75,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,סוחר סיטונאי
2020,01,69,73,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2020,01,43,47,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,עורך דין
2020,01,41,45,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,בלשן
2020,01,16,20,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2020,01,48,52,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מנהל כללי
